FrameId	Name	dG	Equation
METBALT-RXN	EC 4.3.1.-	-13.555344	O-succinyl-L-homoserine + H2O  ->  2-oxobutanoate + succinate + ammonium + H+
L-SORBOSE-OXIDASE-RXN	EC 1.1.3.11	-27.899994	keto-L-sorbose + oxygen  ->  5-dehydro-D-fructose + hydrogen peroxide
DARABISOM-RXN	EC 5.3.1.3	-0.9400101	D-arabinopyranose  <-->  D-ribulose
CHOLINE-OXIDASE-RXN	choline oxidase	-26.439995	choline + oxygen  ->  betaine aldehyde + hydrogen peroxide
2.6.1.50-RXN	EC 2.6.1.50	7.8058777	scyllo-inosose + L-glutamine  <-->  1-amino-1-deoxy-scyllo-inositol + 2-oxoglutaramate
RXN-5721	RXN-5721	-49.517	aminocarboxymuconate semialdehyde  ->  quinolinate + H2O
RXN-14056	RXN-14056	0.0	(R)-methylmalonate-semialdehyde  <-->  (S)-methylmalonate-semialdehyde
OXALOACETATE-TAUTOMERASE-RXN	EC 5.3.2.2	7.300003	enol-oxaloacetate  ->  oxaloacetate
4.2.1.43-RXN	EC 4.2.1.43	-9.166992	2-dehydro-3-deoxy-L-arabinonate  ->  2,5-dioxopentanoate + H2O
CARBODEHYDRAT-RXN	EC 4.2.1.1	-48.847008	carbonic acid  <-->  CO2 + H2O
RXN-5066	RXN-5066	0.0	(E)-2-methylpropanal-oxime  ->  (Z)-2-methylpropanal-oxime
ACONITATEDEHYDR-RXN	ACONITATEDEHYDR-RXN	3.3529968	citrate  <-->  cis-aconitate + H2O
RXN-8783	EC 3.1.1.17	-6.347122	L-gulono-1,4-lactone + H2O  ->  L-gulonate + H+
RXN-8892	RXN-8892	-68.71654	clavaminate  ->  clavaldehyde
RXN-9587	EC 4.2.1.144	-12.581127	5-amino-5-deoxy-3-dehydroshikimate  ->  3-amino-5-hydroxybenzoate + H+ + H2O
RXN-9067	RXN-9067	12.5642395	2 (S)-lactate + 2 H+  =  L-lactide + 2 H2O
RXN-7746	RXN-7746	-1.8417664	methyloxaloacetate + H+  ->  2-oxobutanoate + CO2
SERINE--GLYOXYLATE-AMINOTRANSFERASE-RXN	EC 2.6.1.45	-3.419983	glyoxylate + L-serine  <-->  hydroxypyruvate + glycine
RXN-3461	EC 4.2.1.-	22.803003	ammonium + hydroxylamine  =  hydrazine + H2O + H+
RXN0-6460	peroxyureidoacrylate/ureidoacrylate amidohydrolase	-2.3271103	(Z)-3-ureidoacrylate peracid + H2O  ->  carbamate + (Z)-3-peroxyaminoacrylate + H+
RXN-18394	EC 1.14.11.55	-111.41999	ectoine + 2-oxoglutarate + oxygen  ->  5-hydroxyectoine + succinate + CO2
RXN-17966	EC 1.1.3.49	-29.449997	(R)-mandelonitrile + oxygen  ->  benzoyl cyanide + hydrogen peroxide
RXN-8163	EC 1.4.3.3	-22.962994	D-lysine + H2O + oxygen  ->  6-amino-2-oxohexanoate + ammonium + hydrogen peroxide
RXN-12109	RXN-12109	4.02	5-dehydro-D-gluconate  ->  L-threo-tetruronate + glycolaldehyde
CREATININE-DEAMINASE-RXN	EC 3.5.4.21	-6.823	creatinine + H+ + H2O  ->  ammonium + N-methylhydantoin
FORMAMIDASE-RXN	EC 3.5.1.49	-4.1271286	formamide + H2O  ->  ammonium + formate
GLUCISOM-RXN	EC 5.3.1.5	0.8600006	D-glucopyranose  <-->  keto-D-fructose
PUTTRANSAM-RXN	PUTTRANSAM-RXN	1.5723495	putrescine + 2-oxoglutarate  ->  4-aminobutanal + L-glutamate
ARGINASE-RXN	EC 3.5.3.1	-3.572998	L-arginine + H2O  <-->  urea + L-ornithine
RXN-8942	RXN-8942	-1.0871506	N-(gamma-L-glutamyl)-L-alaninol + H2O  ->  L-alaninol + L-glutamate
RXN-14813	RXN-14813	-2.3200073	aldehydo-L-fucose  <-->  L-fucopyranose
URETHANASE-RXN	EC 3.5.1.75	1.1469955	urethan + H+ + H2O  =  ammonium + CO2 + ethanol
LTARTDEHYDRA-RXN	EC 4.2.1.32	-7.2470093	L-tartrate  ->  oxaloacetate + H2O
RXN-16819	EC 4.1.1.101	-4.081772	(S)-malate + H+  ->  (S)-lactate + CO2
N-ACETYL-BETA-ALANINE-DEACETYLASE-RXN	EC 3.5.1.21	-1.9830017	N-acetyl-beta-alanine + H2O  =  beta-alanine + acetate
CYCLOHEXYLAMINE-OXIDASE-RXN	EC 1.4.3.12	-26.882988	cyclohexylamine + oxygen + H2O  ->  ammonium + hydrogen peroxide + cyclohexanone
3.5.3.22-RXN	EC 3.5.3.22	-3.572998	amidinoproclavaminate + H2O  ->  proclavaminate + urea
RXN-16946	EC 3.7.1.23	-13.64711	(2E)-2-methyl-4,6-dioxohept-2-enedioate + H2O  ->  citraconate + pyruvate + H+
RXN-7543	EC 2.5.1.53	-3.5541077	O-acetyl-L-serine + uracil  ->  L-isowillardiine + acetate + H+
RXN-13058	3,6-dihydronicotinate decarboxylase	5.5741267	3,6-dihydronicotinate + 2 H+  ->  1,2-dihydropyrimidine + CO2
L-LYSINE-LACTAMASE-RXN	EC 3.5.2.11	-0.44301605	(S)-2-aminohexano-6-lactam + H2O  =  L-lysine
RXN-15423	EC 4.1.1.-	0.26823425	3-carboxy-2-hydroxymuconate semialdehyde + H+  ->  (2Z,4E)-2-hydroxy-6-oxohexa-2,4-dienoate + CO2
VALINE-DECARBOXYLASE-RXN	EC 4.1.1.14	-3.8600006	L-valine + H+  =  CO2 + 2-methylpropan-1-amine
GABATRANSAM-RXN	EC 2.6.1.19	0.32409668	4-aminobutanoate + 2-oxoglutarate  <-->  succinate semialdehyde + L-glutamate
N-CARBAMOYLSARCOSINE-AMIDASE-RXN	EC 3.5.1.59	26.061111	N-carbamoylsarcosine + 2 H+ + H2O  ->  ammonium + CO2 + sarcosine
ORSELLINATE-DECARBOXYLASE-RXN	EC 4.1.1.58	0.52412796	orsellinate + H+  =  orcinol + CO2
DIHYDROXYMETVALDEHYDRAT-RXN	EC 4.2.1.9	-6.746994	(R)-2,3-dihydroxy-3-methylpentanoate  ->  (S)-3-methyl-2-oxopentanoate + H2O
RXN-7585	EC 1.17.3.3	-18.712997	6-hydroxynicotinate + H2O + oxygen  ->  2,6-dihydroxynicotinate + hydrogen peroxide
5.3.1.17-RXN	EC 5.3.1.17	-1.46	5-dehydro-4-deoxy-D-glucuronate  <-->  3-deoxy-D-glycero-2,5-hexodiulosonate
ASPARAGHYD-RXN	EC 3.5.1.1/3.5.1.38	-4.297142	L-asparagine + H2O  ->  L-aspartate + ammonium
RXN-8979	EC 4.2.1.117	0.9129944	(2S,3S)-2-methylcitrate  ->  2-methyl-trans-aconitate + H2O
RXN-9697	EC 4.3.1.23/4.3.1.25	-2.7341137	L-tyrosine  ->  4-coumarate + ammonium
RXN-9168	RXN-9168	1.2429962	5-hydroxy-2-oxopentanoate  ->  2-oxopent-4-enoate + H2O
RXN-13201	RXN-13201	2.4770012	N-(aminomethyl)urea + H2O  ->  N-(hydroxymethyl)urea + ammonium
RXN-5881	RXN-5881	-4.899994	3-dehydrocarnitine + H+  ->  trimethylaminoacetone + CO2
RXN-15124	RXN-15124	-28.44	2-aminoprop-2-enoate  ->  2-iminopropanoate
RXN-12871	RXN-12871	-7.261215	2-carboxy-L-xylonolactone + H2O  ->  2-carboxy-L-threo-pentonate + H+
34-DIHYDROXYPHTHALATE-DECARBOXYLASE-RXN	EC 4.1.1.69	1.1482391	3,4-dihydroxyphthalate + H+  ->  CO2 + protocatechuate
RXN-15854	RXN-15854	10.716991	furfural + H2O  ->  2-(dihydroxymethyl)furan
LEUCINE-23-AMINOMUTASE-RXN	EC 5.4.3.7	-0.6700058	L-leucine  <-->  (3R)-beta-leucine
RXN-12612	EC 3.5.1.-	0.1228714	formylaminopyrimidine + H2O  ->  aminomethylpyrimidine + formate
RXN0-5192	EC 5.4.3.-	0.0	L-lysine  <-->  (R)-beta-lysine
MANDELONITRILE-LYASE-RXN	EC 4.1.2.10	23.58	(R)-mandelonitrile  ->  hydrogen cyanide + benzaldehyde
NICOTINAMID-RXN	EC 3.5.1.19	-5.337118	nicotinamide + H2O  ->  ammonium + nicotinate
RXN-803	EC 4.1.1.102	0.2941208	trans-cinnamate + H+  ->  styrene + CO2
4-HYDROXYGLUTAMATE-AMINOTRANSFERASE-RXN	EC 2.6.1.23	0.6999817	2-oxoglutarate + erythro-4-hydroxy-L-glutamate  <-->  L-glutamate + 4-hydroxy-2-oxoglutarate
SUPEROX-DISMUT-RXN	EC 1.15.1.1	140.82825	2 superoxide + 2 H+  ->  hydrogen peroxide + oxygen
RXN-15907	EC 5.5.1.27	-15.138214	D-glucaro-1,4-lactone  ->  5-dehydro-4-deoxy-D-glucarate + H+
D-LYSINE-56-AMINOMUTASE-RXN	EC 5.4.3.3	-1.81	D-lysine  ->  (2R,5S)-2,5-diaminohexanoate
HYDROXYBENZOYLFORMATE-DECARBOXYLASE-RXN	EC 4.1.1.7	-1.0058823	2-(4-hydroxyphenyl)-2-oxoacetate + H+  ->  4-hydroxybenzaldehyde + CO2
25-DIAMINOVALERATE-AMINOTRANSFERASE-RXN	EC 2.6.1.8	1.9482422	2-oxoglutarate + L-ornithine  <-->  L-glutamate + 5-amino-2-oxopentanoate
RXN-6381	EC 1.4.3.22	-23.338886	propane-1,3-diamine + H2O + oxygen  ->  3-aminopropanal + ammonium + hydrogen peroxide
RXN-13654	EC 4.3.1.28	-0.45999908	L-lysine  =  L-pipecolate + ammonium
HYDROXYPRODEHYDROG-RXN	EC 1.5.99.-	-118.70225	2 trans-4-hydroxy-L-proline + oxygen  ->  2 (3R,5S)-3-hydroxy-1-pyrroline-5-carboxylate + 2 H+ + 2 H2O
2.6.1.40-RXN	EC 2.6.1.40	-1.539978	pyruvate + (R)-3-amino-2-methylpropanoate  <-->  L-alanine + (S)-methylmalonate-semialdehyde
URATE-OXIDASE-RXN	EC 1.7.3.3	-47.412994	urate + oxygen + H2O  ->  (S)-5-hydroxyisourate + hydrogen peroxide
R213-RXN	EC 4.2.1.114	-0.053009033	cis-(homo)2aconitate + H2O  ->  (-)threo-iso(homo)2citrate
RXN0-5305	RXN0-5305	2.08	beta-D-ribofuranose  <-->  aldehydo-D-ribose
RXN-10018	RXN-10018	10.957001	(2S,4S)-2-methyl-2,4-dihydroxydihydrofuran-3-one + H2O  ->  (2S,4S)-2-methyl-2,3,3,4-tetrahydroxytetrahydrofuran
RXN-9560	RXN-9560	-5.3670006	norfuraneol + acetaldehyde  ->  (2E)-2-ethylidene-4-hydroxy-5-methyl-3(2H)-furanone + H2O
RXN-15221	RXN-15221	0.5200043	alpha-L-ascarylopyranose  =  aldehydo-L-ascarylose
RXN-18721	RXN-18721	-168.65398	2 isoniazid + hydrogen peroxide  ->  2 isonicotinate acyl radical + 2 diazene + 2 H2O
4.1.2.23-RXN	EC 4.1.2.23	2.6699982	3-deoxy-alpha-D-manno-2-octulosonate  =  D-arabinopyranose + pyruvate
AGMATIN-RXN	EC 3.5.3.11	-3.5730019	agmatine + H2O  ->  urea + putrescine
3-ISOPROPYLMALISOM-RXN	3-isopropylmalate dehydratase	-1.4729996	2-isopropylmaleate + H2O  <-->  (2S)-2-isopropylmalate
RXN-13157	EC 3.7.1.-	-13.317116	2-hydroxy-6-oxo-nona-2,4-dienoate + H2O  ->  butanoate + (2Z)-2-hydroxypenta-2,4-dienoate + H+
LYSINE-23-AMINOMUTASE-RXN	EC 5.4.3.2	0.0	L-lysine  ->  L-beta-lysine
PROPIOIN-SYNTHASE-RXN	EC 4.1.2.35	-4.02	2 1-propanal  =  4-hydroxyhexan-3-one
AMINOLEVULINATE-AMINOTRANSFERASE-RXN	EC 2.6.1.43	0.9200134	pyruvate + 5-aminolevulinate  <-->  L-alanine + 4,5-dioxopentanoate
RXN-18527	RXN-18527	0.8041153	trans-cinnamate + ammonium  ->  (3R)-beta-phenylalanine
RXN-10882	EC 1.13.11.-	-73.25825	protocatechuate + oxygen  ->  (2Z,4Z)-2-hydroxy-5-carboxymuconate-6-semialdehyde + H+
RXN-6562	EC 3.5.1.-	-5.04126	2-oxosuccinamate + H2O  ->  oxaloacetate + ammonium
4.2.1.41-RXN	EC 4.2.1.41	-11.008774	5-dehydro-4-deoxy-D-glucarate + H+  ->  CO2 + 2,5-dioxopentanoate + H2O
RXN-14150	EC 5.3.1.30	-1.4600067	5-deoxy-D-glucuronate  <-->  5-dehydro-2-deoxy-D-gluconate
1.4.3.20-RXN	EC 1.4.3.20	-23.963	L-lysine + oxygen + H2O  ->  (S)-2-amino-6-oxohexanoate + hydrogen peroxide + ammonium
CARBAMOYL-SERINE-AMMONIA-LYASE-RXN	EC 4.3.1.13	-7.277115	O-carbamoyl-L-serine + H2O + H+  ->  pyruvate + CO2 + 2 ammonium
RXN-14254	RXN-14254	-20.665909	4-nitro-6-oxohepta-2,4-dienedioate  ->  2-oxo-3-(5-oxofuran-2-ylidene)propanoate + nitrite
ETHANOLAMINE-OXIDASE-RXN	EC 1.4.3.8	-23.963009	ethanolamine + oxygen + H2O  ->  ammonium + hydrogen peroxide + glycolaldehyde
PROTOCATECHUATE-DECARBOXYLASE-RXN	EC 4.1.1.63	0.5241089	protocatechuate + H+  ->  CO2 + catechol
RXN-5065	<i>N,N</i>-dihydroxy-L-valine carboxy-lyase	-6.4728584	N,N-dihydroxy-L-valine + H+  ->  (E)-2-methylpropanal-oxime + CO2 + H2O
2-METHYLCITRATE-DEHYDRATASE-RXN	EC 4.2.1.79	0.9129944	(2S,3S)-2-methylcitrate  <-->  cis-2-methylaconitate + H2O
RXN-10065	RXN-10065	-9.935875	pyruvate + formaldehyde + H+  =  acetol + CO2
RXN0-2022	RXN0-2022	-7.925873	pyruvate + acetaldehyde + H+  ->  acetoin + CO2
RXN-14168	RXN-14168	39.420944	(Z)-2,4-dihydroxycinnamate  ->  umbelliferone
THYMINE-DIOXYGENASE-RXN	EC 1.14.11.6	-107.81003	thymine + 2-oxoglutarate + oxygen  ->  5-hydroxymethyluracil + succinate + CO2
GUANIDINOBUTANAMIDE-NH3-RXN	EC 3.5.1.4	-4.713005	4-guanidinobutyramide + H2O  ->  ammonium + 4-guanidinobutanoate
RXN-10817	EC 1.4.3.4	-23.96299	2-phenylethylamine + oxygen + H2O  ->  phenylacetaldehyde + ammonium + hydrogen peroxide
RXN0-6452	RXN0-6452	-7.6130066	aminoacrylate + H+ + H2O  ->  3-oxopropanoate + ammonium
D-GLUTAMATE-CYCLASE-RXN	EC 4.2.1.48	-0.10700226	D-glutamate  =  5-oxo-D-proline + H2O
RXN-15580	RXN-15580	0.19000244	O-carbamoyl-L-serine + H+  ->  2-aminoprop-2-enoate + CO2 + ammonium
GLUTRACE-RXN	EC 5.1.1.3	-2.569992	L-glutamate  <-->  D-glutamate
2.5.1.44-RXN	EC 2.5.1.44	-1.1340942	2 putrescine  =  ammonium + sym-homospermidine
RXN-4822	RXN-4822	-0.7000122	L-2-acetamido-6-oxoheptanedioate + L-glutamate  ->  N-acetyl-L,L-2,6-diaminopimelate + 2-oxoglutarate
TRANS-L-3-HYDROXYPROLINE-DEHYDRATASE-RXN	EC 4.2.1.77	-30.691132	trans-3-hydroxy-L-proline  ->  1-pyrroline-2-carboxylate + H2O + H+
R464-RXN	R464-RXN	3.7169914	N-ethylammeline + H+ + H2O  ->  N-ethylammelide + ammonium
RXN-11811	RXN-11811	9.530003	ammonia + H+  <-->  ammonium
MANNOSE-ISOMERASE-RXN	EC 5.3.1.7	-1.46	aldehydo-D-mannose  <-->  keto-D-fructose
RXN-16264	EC 5.3.3.19	12.779996	3-[(4R)-4-hydroxycyclohexa-1,5-dien-1-yl]-2-oxopropanoate  ->  3-[(1E,4R)-4-hydroxycyclohex-2-en-1-ylidene]-2-oxopropanoate
2.6.1.22-RXN	EC 2.6.1.22	0.32411194	2-oxoglutarate + (S)-3-amino-2-methylpropanoate  <-->  L-glutamate + (S)-methylmalonate-semialdehyde
DIHYDROPYRIMIDINASE-RXN	EC 3.5.2.2	-7.7071304	5,6-dihydrouracil + H2O  <-->  3-ureidopropanoate + H+
RXN-17130	EC 1.4.3.2	-34.667114	L-phenylalanine + oxygen + H2O  ->  keto-phenylpyruvate + ammonia + hydrogen peroxide + H+
RXN-9509	EC 3.5.1.126	-3.321228	oxamate + H2O  =  oxalate + ammonium
HIPPURATE-HYDROLASE-RXN	EC 3.5.1.32	-1.3329926	hippurate + H2O  ->  glycine + benzoate
RXN-15016	EC 3.5.1.-	-6.492996	(Z)-N,N'-(but-2-ene-2,3-diyl)diacetamide + H2O  ->  N-(3-oxobutan-2-yl)acetamide + acetamide
METHANOL-OXIDASE-RXN	EC 1.1.3.13	-25.2	methanol + oxygen  ->  hydrogen peroxide + formaldehyde
RXN-16610	EC 4.2.1.110	-5.366989	2-dehydro-D-glucopyranose  =  cortalcerone + H2O
RXN-13555	EC 1.14.16.7	-77.10101	L-phenylalanine + (6R)-L-erythro-5,6,7,8-tetrahydrobiopterin + oxygen  ->  3-hydroxy-L-phenylalanine + (6R)-4a-hydroxy-tetrahydrobiopterin
RXN-17561	EC 3.7.1.M3	-12.227127	2,4,6-trioxohexanoate + H2O  ->  acetylpyruvate + formate + H+
3.7.1.9-RXN	EC 3.7.1.9	-11.337128	(2Z,4E)-2-hydroxy-6-oxohexa-2,4-dienoate + H2O  ->  (2Z)-2-hydroxypenta-2,4-dienoate + formate + H+
L-LYSINE-AMINOTRANSFERASE-RXN	EC 2.6.1.36	0.9482269	2-oxoglutarate + L-lysine  <-->  L-glutamate + (S)-2-amino-6-oxohexanoate
DIMETHYLMALEATE-HYDRATASE-RXN	EC 4.2.1.85	0.91300964	(2R,3S)-2,3-dimethylmalate  <-->  dimethylmaleate + H2O
R63-RXN	EC 3.5.2.-	-1.7830029	3,5-dihydro-4H-imidazol-4-one + H2O  ->  N-formimino-glycine
R101-RXN	EC 2.6.1.76	0.9482193	L-2,4-diaminobutanoate + 2-oxoglutarate  <-->  L-aspartate-semialdehyde + L-glutamate
SARCOX-RXN	EC 1.5.3.1	-19.853012	sarcosine + oxygen + H2O  ->  glycine + formaldehyde + hydrogen peroxide
METHYLASPARTATE-AMMONIA-LYASE-RXN	EC 4.3.1.2	1.2817688	(2S, 3S)-3-methylaspartate  <-->  ammonium + mesaconate
RXN-14047	EC 4.2.1.3	0.22000122	citrate  <-->  D-threo-isocitrate
RXN-8091	EC 1.2.3.9	-42.087112	3,4-dihydroxybenzaldehyde + oxygen + H2O  ->  protocatechuate + hydrogen peroxide + H+
ACETONE-CYANHYDRIN-LYASE-RXN	EC 4.1.2.46	22.620003	2-hydroxy-2-methylpropanenitrile  ->  acetone + hydrogen cyanide
1.1.3.41-RXN	EC 1.1.3.41	-26.959991	xylitol + oxygen  ->  alpha-D-xylopyranose + hydrogen peroxide
RXN-14849	RXN-14849	2.319992	D-talopyranose  <-->  aldehydo-D-talose
4-HYDROXY-2-KETOPIMELATE-LYSIS-RXN	EC 4.1.2.52	1.164093	(4S)-4-hydroxy-2-oxoheptanedioate  ->  succinate semialdehyde + pyruvate
RXN-11769	EC 4.1.3.14	3.1899872	glycine + glyoxylate  ->  (3R)-3-hydroxy-L-aspartate
RXN-5861	RXN-5861	-86.73999	2 L-tyrosine + oxygen  ->  2 L-dopa
ACETYLSALICYLATE-DEACETYLASE-RXN	EC 3.1.1.55	-4.2871246	aspirin + H2O  ->  acetate + salicylate + H+
RXN0-5222	cyanase	3.824112	carbamate + 2 H+  ->  ammonium + CO2
RXN-15853	RXN-15853	10.717003	5-formylfuran-2-carboxylate + H2O  ->  5-(dihydroxymethyl)furan-2-carboxylate
RXN-3483	RXN-3483	-77.00413	pyruvic oxime + oxygen  ->  pyruvate + nitrite + H+
RXN-12261	RXN-12261	-39.48	benzaldehyde  ->  salicylaldehyde
1.13.11.14-RXN	EC 1.13.11.14	-73.25825	2,3-dihydroxybenzoate + oxygen  ->  3-carboxy-2-hydroxymuconate semialdehyde + H+
RXN-15193	RXN-15193	-1.8099995	4-[(E)-2-(methylamino)ethenyl]phenol  ->  4-[(2Z)-2-(methylimino)ethyl]phenol
RXN-7282	EC 5.3.2.M1	4.949997	2-oxopent-4-enoate  <-->  (2Z)-2-hydroxypenta-2,4-dienoate
4-PYRIDOXOLACTONASE-RXN	EC 3.1.1.27	-8.267117	4-pyridoxolactone + H2O  ->  4-pyridoxate + H+
CITRULLINASE-RXN	EC 3.5.1.20	2.7369976	L-citrulline + 2 H+ + H2O  ->  L-ornithine + CO2 + ammonium
2-OH-6-OXOHEPTA-2-4-DIENOATE-HYDR-RXN	EC 3.7.1.-	-14.967117	(2Z,4E)-2-hydroxy-5-methyl-6-oxohexa-2,4-dienoate + H2O  ->  (2Z)-2-hydroxypenta-2,4-dienoate + acetate + H+
RXN-10907	EC 1.4.3.4	-23.962988	(R)-noradrenaline + H2O + oxygen  ->  3,4-dihydroxyphenylglycolaldehyde + ammonium + hydrogen peroxide
PENTANAMIDASE-RXN	EC 3.5.1.50	-5.7471046	pentanamide + H2O  =  ammonium + pentanoate
RXN-15573	RXN-15573	30.337006	(4S,5R)-4,5,6-trihydroxy-2-iminohexanoate + H2O + H+  ->  2-dehydro-3-deoxy-D-gluconate + ammonium
MUCONATE-CYCLOISOMERASE-RXN	EC 5.5.1.1	-1.4282227	cis,cis-muconate + H+  ->  (+)-muconolactone
RXN-15906	RXN-15906	-6.971237	D-glucaro-1,4-lactone + H2O  =  D-glucarate + H+
RXN-18229	EC 3.5.5.1	1.1898804	3-phenylpropionitrile + 2 H2O  ->  3-phenylpropanoate + ammonium
RXN-18503	EC 4.2.1.171	-30.691132	cis-3-hydroxy-L-proline  ->  1-pyrroline-2-carboxylate + H2O + H+
RXN-13115	1-methylurate synthase	-61.62	1-methylxanthine  ->  1-methylurate
RXN-13460	RXN-13460	9.77	(S)-4-hydroxy-2-oxopentanoate  ->  (2Z)-2,4-dihydroxypent-2-enoate
RXN-14883	RXN-14883	-0.5200043	aldehydo-D-ribose  <-->  D-ribopyranose
4.1.1.83-RXN	EC 4.1.1.83	-4.275877	(4-hydroxyphenyl)acetate + H+  ->  4-methylphenol + CO2
RXN-1	EC 1.4.3.4	-23.963001	N-acetylputrescine + H2O + oxygen  ->  4-acetamidobutanal + ammonium + hydrogen peroxide
PYRAZOLYLALANINE-SYNTHASE-RXN	EC 4.2.1.50	-1.317009	pyrazole + L-serine  =  3-(pyrazol-1-yl)-L-alanine + H2O
RXN-9774	EC 4.1.1.89/4.1.1.88	-5.171753	malonate + H+  =  acetate + CO2
RXN-13649	EC 5.4.3.11	-1.5499992	L-phenylalanine  =  (3S)-beta-phenylalanine
DIHYDROCOUMARIN-LIPASE-RXN	EC 3.1.1.35	-9.827117	dihydrocoumarin + H2O  ->  melilotate + H+
RXN3O-1983	RXN3O-1983	1.472992	(2R)-homocitrate  ->  cis-homoaconitate + H2O
RXN-12948	RXN-12948	-9.389996	quinolin-2-ol  ->  quinolin-2(1H)-one
RXN-7565	RXN-7565	-3.572998	5-guanidino-2-oxopentanoate + H2O  ->  5-amino-2-oxopentanoate + urea
RXN-14753	RXN-14753	2.3200073	D-galactopyranuronate  <-->  aldehydo-D-galacturonate
RXN-10017	RXN-10017	10.957001	(2R,4S)-2-methyl-2,4-dihydroxydihydrofuran-3-one + H2O  ->  (2R,4S)-2-methyl-2,3,3,4-tetrahydroxytetrahydrofuran
RXN-7692	EC 4.1.1.1	-3.465889	4-methyl-2-oxopentanoate + H+  ->  3-methylbutanal + CO2
CAFFEATE-34-DIOXYGENASE-RXN	EC 1.13.11.22	-98.76058	trans-caffeate + oxygen  ->  3-(2-carboxyethenyl)-cis,cis-muconate + 2 H+
RXN-8672	EC 1.4.3.19	-23.79712	D-alanine + H2O + oxygen  ->  pyruvate + ammonium + hydrogen peroxide
RXN-8950	RXN-8950	0.0	(3S,5S)-carbapenam-3-carboxylate  ->  (3S,5R)-carbapenam
RXN-13155	EC 1.13.11.M5	-73.53412	3-isopropylcatechol + oxygen  ->  2-hydroxy-7-methyl-6-oxo-2,4-octadienoate + H+
URONOLACTONASE-RXN	EC 3.1.1.19	-8.427124	D-Glucurono-6,2-lactone + H2O  ->  D-glucopyranuronate + H+
LYSINE-2-MONOOXYGENASE-RXN	EC 1.13.12.2	-109.256996	L-lysine + oxygen  ->  5-aminopentanamide + CO2 + H2O
ASPARTASE-RXN	EC 4.3.1.1	3.1917648	L-aspartate  <-->  ammonium + fumarate
RXN-9172	EC 5.-.-.-	1.42	3-hydroxy-3-carboxy-4,5-cyclopropylhex-5-enoate  ->  2-hydroxy-3-carboxy-4,5-cyclopropylhex-5-enoate
RXN-14149	EC 3.7.1.22	-10.067123	3D-(3,5/4)-trihydroxycyclohexane-1,2-dione + H2O  ->  5-deoxy-D-glucuronate + H+
CARNITINAMIDASE-RXN	EC 3.5.1.73	-4.7130165	L-carnitinamide + H2O  ->  L-carnitine + ammonium
RXN-11520	RXN-11520	-40.852997	paraxanthine + oxygen + H2O  ->  1,7-dimethylurate + hydrogen peroxide
RXN-12875	RXN-12875	-74.96951	L-threonate  ->  L-tartrate
GLUTAMINE--PYRUVATE-AMINOTRANSFERASE-RXN	EC 2.6.1.15	3.9700012	L-glutamine + pyruvate  <-->  2-oxoglutaramate + L-alanine
RXN-14167	EC 1.-.-.-	-39.48	4-coumarate  ->  (E)-2,4-dihydroxycinnamate
RXN-12896	peroxyureidoacrylate/ureidoacrylate amidohydrolase	-2.3271103	(Z)-2-methylureidoacrylate peracid + H2O  ->  (Z)-2-methyl-peroxyaminoacrylate + carbamate + H+
4-HYDROXYPROLINE-EPIMERASE-RXN	EC 5.1.1.8	0.0	trans-4-hydroxy-L-proline  <-->  cis-4-hydroxy-D-proline
RXN-8991	3-isopropylmalate dehydratase	0.052993774	(2R,3S)-3-isopropylmalate  <-->  2-isopropylmaleate + H2O
RXN-15457	EC 4.1.1.-	12.074127	3,6,8-trimethyl-2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline + H+  ->  3,6,8-trimethylallantoin + CO2
HYDROXYHEPTA-DIENEDIOATE-HYDROXY-RXN	EC 4.2.1.163	-3.7129974	(4Z)-2-oxohept-4-enedioate + H2O  ->  (4S)-4-hydroxy-2-oxoheptanedioate
RXN-8020	<i>N</i>-cyclopropylammelide alkylamino hydrolase	7.9669914	N-cyclopropylammelide + H+ + H2O  ->  cyanurate + cyclopropylamine
RXN-12492	RXN-12492	-5.3371277	2-phenylacetamide + H2O  =  phenylacetate + ammonium
RXN-2464	EC 4.1.3.17	5.128235	2-hydroxy-4-oxobutane-1,2,4-tricarboxylate  <-->  pyruvate + oxaloacetate
D-FUCONATE-HYDRATASE-RXN	EC 4.2.1.67	1.6029968	D-fuconate  =  2-dehydro-3-deoxy-D-fuconate + H2O
RXN-12535	EC 1.14.11.-	-341.45038	3 2-oxoglutarate + L-arginine + 3 oxygen + 3 H+  ->  2 ethene + 7 CO2 + succinate + guanidinium + (S)-1-pyrroline-5-carboxylate + 3 H2O
RXN-9868	EC 3.1.1.45	16.73877	trans-dienelactone + H2O  ->  2-maleylacetate + H+
RXN-13747	RXN-13747	0.0	(1Z,3Z)-4-hydroxybuta-1,3-diene-1,2,4-tricarboxylate  ->  (1E,3E)-4-hydroxybuta-1,3-diene-1,2,4-tricarboxylate
RXN-8830	RXN-8830	-49.517	(2Z,4E)-2-amino-5-methyl-muconate semialdehyde  =  5-methyl-picolinate + H2O
RXN-15483	RXN-15483	-27.770006	phyllostine  ->  neopatulin
5-AMINOPENTANAMIDASE-RXN	EC 3.5.1.30	-4.713009	5-aminopentanamide + H2O  ->  5-aminopentanoate + ammonium
TRIMETHYLAMINE-OXIDE-ALDOLASE-RXN	EC 4.1.2.32	21.279999	trimethylamine N-oxide + H+  ->  dimethylamine + formaldehyde
