FrameId	Name	Kegg	InChI	Smiles	Gibbs-0
CPD0-1520	muramate	C06470	InChI=1S/C9H17NO7/c1-3(8(13)14)16-7-5(10)9(15)17-4(2-11)6(7)12/h3-7,9,11-12,15H,2,10H2,1H3,(H,13,14)/t3-,4-,5-,6-,7-,9?/m1/s1	CC(OC1(C([N+])C(OC(CO)C1O)O))C(=O)[O-]	-71.790955
CPD-14078	2,3-dihydroxypyridine	NIL	InChI=1S/C5H5NO2/c7-4-2-1-3-6-5(4)8/h1-3,7H,(H,6,8)	C1(=NC(O)=C(O)C=C1)	-0.7344004
4-ETHYLBENZYL-ALCOHOL	4-ethylbenzyl alcohol	NIL	InChI=1S/C9H12O/c1-2-8-3-5-9(7-10)6-4-8/h3-6,10H,2,7H2,1H3	CCC1(=CC=C(CO)C=C1)	114.96345
CPD-10490	N-ethylglycine	C11735	InChI=1S/C4H9NO2/c1-2-5-3-4(6)7/h5H,2-3H2,1H3,(H,6,7)/p-1	CCNCC(=O)[O-]	8.846905
CPD0-1485	7,8-diketopelargonate	NIL	InChI=1S/C9H14O4/c1-7(10)8(11)5-3-2-4-6-9(12)13/h2-6H2,1H3,(H,12,13)/p-1	CC(C(CCCCCC(=O)[O-])=O)=O	0.22250016
CPD-13357	(2<i>R</i>)-2,3-dihydroxy-3-methylbutanoate	C04272	InChI=1S/C5H10O4/c1-5(2,9)3(6)4(7)8/h3,6,9H,1-2H3,(H,7,8)/p-1/t3-/m0/s1	CC(C)(O)C(O)C(=O)[O-]	-69.071976
34-DIMETHYLBENZYL-ALCOHOL	3,4-dimethylbenzyl alcohol	NIL	InChI=1S/C9H12O/c1-7-3-4-9(6-10)5-8(7)2/h3-5,10H,6H2,1-2H3	CC1(C(C)=CC(CO)=CC=1)	111.71345
CPD-16177	4-[(2Z)-2-(methylimino)ethyl]phenol	NIL	InChI=1S/C9H11NO/c1-10-7-6-8-2-4-9(11)5-3-8/h2-5,7,11H,6H2,1H3/p+1/b10-7-	C[N+]=CCC1(C=CC(O)=CC=1)	136.33139
CPD-14152	1,2-benzoquinone monoimine	C17500	InChI=1S/C6H5NO/c7-5-3-1-2-4-6(5)8/h1-4,7H	C1(=CC(=N)C(C=C1)=O)	10.965601
CPD-10231	3-amino-5-hydroxybenzoate	C12107	InChI=1S/C7H7NO3/c8-5-1-4(7(10)11)2-6(9)3-5/h1-3,9H,8H2,(H,10,11)/p-1	C(=O)([O-])C1(C=C(O)C=C(N)C=1)	-27.155338
IMINOASPARTATE	2-iminosuccinate	C05840	InChI=1S/C4H5NO4/c5-2(4(8)9)1-3(6)7/h5H,1H2,(H,6,7)(H,8,9)/p-2	C(=O)([O-])CC(=N)C(=O)[O-]	-144.0349
CPD-16179	4-(2-iminoethyl)phenol	NIL	InChI=1S/C8H9NO/c9-6-5-7-1-3-8(10)4-2-7/h1-4,6,9-10H,5H2/p+1	C(CC1(C=CC(=CC=1)O))=[N+]	86.23915
CPD-16013	2-iminobutanoate	NIL	InChI=1S/C4H7NO2/c1-2-3(5)4(6)7/h5H,2H2,1H3,(H,6,7)/p-1	CCC(=N)C(=O)[O-]	-32.83534
CPD66-102	&beta;-methylcrotonylglycine	NIL	InChI=1S/C7H11NO3/c1-5(2)3-6(9)8-4-7(10)11/h3H,4H2,1-2H3,(H,8,9)(H,10,11)/p-1	CC(C)=CC(NCC(=O)[O-])=O	8.369145
CPD-13301	2<i>H</i>-pyrrole	NIL	InChI=1S/C4H5N/c1-2-4-5-3-1/h1-3H,4H2/p+1	C1(=CC[N+]=C1)	96.05467
CPD-13302	3<i>H</i>-pyrrole	NIL	InChI=1S/C4H5N/c1-2-4-5-3-1/h1,3-4H,2H2/p+1	C1(CC=[N+]C=1)	96.05467
CPD-13300	1<i>H</i>-pyrrole	NIL	InChI=1S/C4H5N/c1-2-4-5-3-1/h1-5H	C1(C=CNC=1)	75.3056
CPD-10152	4-deoxystreptamine	NIL	InChI=1S/C6H14N2O3/c7-2-1-3(9)6(11)4(8)5(2)10/h2-6,9-11H,1,7-8H2/p+2	C1(C([N+])C(O)C([N+])C(O)C(O)1)	53.469696
CPD-19595	2-pipecoline	NIL	InChI=1S/C6H13N/c1-6-4-2-3-5-7-6/h6-7H,2-5H2,1H3	CC1(NCCCC1)	153.61456
CPD-7990	DL -&alpha;-difluoromethyllysine	NIL	InChI=1S/C7H14F2N2O2/c8-5(9)7(11,6(12)13)3-1-2-4-10/h5H,1-4,10-11H2,(H,12,13)/p+1	C([N+])CCCC(C(F)F)([N+])C([O-])=O	76.83475
METHYLBUT-CPD	2-methylbutanal	C02223	InChI=1S/C5H10O/c1-3-5(2)4-6/h4-5H,3H2,1-2H3	CCC(C)[CH]=O	71.711205
CPD-10085	2-methyl-cyclohexanol	NIL	InChI=1S/C7H14O/c1-6-4-2-3-5-7(6)8/h6-8H,2-5H2,1H3	CC1(C(O)CCCC1)	121.045685
CPD-12711	5-aminosalicylate	NIL	InChI=1S/C7H7NO3/c8-4-1-2-6(9)5(3-4)7(10)11/h1-3,9H,8H2,(H,10,11)/p-1	C(=O)([O-])C1(C=C(N)C=CC(O)=1)	-27.155338
CPD0-1263	4,5-dihydroxyisophthalate	NIL	InChI=1S/C8H6O6/c9-5-2-3(7(11)12)1-4(6(5)10)8(13)14/h1-2,9-10H,(H,11,12)(H,13,14)/p-2	C(=O)([O-])C1(=CC(O)=C(O)C(C(=O)[O-])=C1)	-174.80376
CPD0-2559	2-hydroxycyclohepta-1,4,6-triene-1-carboxylate	NIL	InChI=1S/C8H8O3/c9-7-5-3-1-2-4-6(7)8(10)11/h1-4,9H,5H2,(H,10,11)/p-1	C1(=CCC(O)=C(C=C1)C(=O)[O-])	-17.54422
CPD-16893	6-amino-1-hexanol	NIL	InChI=1S/C6H15NO/c7-5-3-1-2-4-6-8/h8H,1-7H2/p+1	C(O)CCCCC[N+]	125.99588
CPD-1944	(1S,3R,4S)-3,4-dihydroxycyclohexane-1-carboxylate	C04687	InChI=1S/C7H12O4/c8-5-2-1-4(7(10)11)3-6(5)9/h4-6,8-9H,1-3H2,(H,10,11)/p-1	C(=O)([O-])C1(CCC(C(O)C1)O)	-29.369738
2H6OH2-4DIENOATE	(2E,4Z)-2-hydroxy-6-oxohepta-2,4-dienoate	C06210	InChI=1S/C7H8O4/c1-5(8)3-2-4-6(9)7(10)11/h2-4,9H,1H3,(H,10,11)/p-1/b3-2-,6-4+	CC(=O)C=CC=C(O)C([O-])=O	-38.88422
CPD-7703	(3R,5R)-3,5-diammoniohexanoate	NIL	InChI=1S/C6H14N2O2/c1-4(7)2-5(8)3-6(9)10/h4-5H,2-3,7-8H2,1H3,(H,9,10)/p+1/t4-,5-/m1/s1	CC(CC(CC([O-])=O)[N+])[N+]	67.90475
CPD-12576	<i>O</i>-citryl-L-serine	NIL	InChI=1S/C9H13NO9/c10-4(7(14)15)3-19-6(13)2-9(18,8(16)17)1-5(11)12/h4,18H,1-3,10H2,(H,11,12)(H,14,15)(H,16,17)/p-2/t4-,9?/m0/s1	C(OC(CC(O)(C(=O)[O-])CC(=O)[O-])=O)C([N+])C(=O)[O-]	-243.55594
CPD0-1218	N-hydroxy-N-isopropyloxamate	NIL	InChI=1S/C5H9NO4/c1-3(2)6(10)4(7)5(8)9/h3,10H,1-2H3,(H,8,9)/p-1	CC(C)N(O)C(C(=O)[O-])=O	-85.20309
CIS-34-DIHYDROXYCYCLOHEXA-162-DIENE-	phthalate 3,4-cis-dihydrodiol	NIL	InChI=1S/C8H8O6/c9-4-2-1-3(7(11)12)5(6(4)10)8(13)14/h1-2,4,6,9-10H,(H,11,12)(H,13,14)/p-2/t4-,6-/m0/s1	C(=O)([O-])C1(=C(C(=O)[O-])C(O)C(O)C=C1)	-165.32152
CPD-821	L-proline betaine	C10172	InChI=1S/C7H13NO2/c1-8(2)5-3-4-6(8)7(9)10/h6H,3-5H2,1-2H3/t6-/m0/s1	C1(CCC([N+](C)(C)1)C([O-])=O)	57.504574
CPD-667	<i>O</i>-acetyl-L-homoserine	C01077	InChI=1S/C6H11NO4/c1-4(8)11-3-2-5(7)6(9)10/h5H,2-3,7H2,1H3,(H,9,10)/t5-/m0/s1	CC(OCCC(C([O-])=O)[N+])=O	-46.997684
CPD-12479	theophylline	C07130	InChI=1S/C7H8N4O2/c1-10-5-4(8-3-9-5)6(12)11(2)7(10)13/h3H,1-2H3,(H,8,9)	CN2(C1(=C(NC=N1)C(=O)N(C)C(=O)2))	40.04997
CPD-904	<i>N</i>-methyl-L-proline	NIL	InChI=1S/C6H11NO2/c1-7-4-2-3-5(7)6(8)9/h5H,2-4H2,1H3,(H,8,9)/t5-/m0/s1	C1(CCC(C([O-])=O)[N+](C)1)	40.61232
CPD-19754	<i>N</i>-[(2S)-2-amino-2-carboxyethyl]-L-glutamate	NIL	InChI=1S/C8H14N2O6/c9-4(7(13)14)3-10-5(8(15)16)1-2-6(11)12/h4-5,10H,1-3,9H2,(H,11,12)(H,13,14)(H,15,16)/p-1/t4-,5-/m0/s1	C([O-])(=O)CCC(C(=O)[O-])[N+]CC([N+])C(=O)[O-]	-101.3675
CPD0-1442	N-&alpha;-acetyl lysine methyl ester	NIL	InChI=1S/C9H18N2O3/c1-7(12)11-8(9(13)14-2)5-3-4-6-10/h8H,3-6,10H2,1-2H3,(H,11,12)/p+1/t8-/m0/s1	CC(=O)NC(C(=O)OC)CCCC[N+]	85.349236
CPD-17184	cis-4-hydroxy-D-proline betaine	C21513	InChI=1S/C7H13NO3/c1-8(2)4-5(9)3-6(8)7(10)11/h5-6,9H,3-4H2,1-2H3/t5-,6-/m1/s1	C1(C(O)CC([N+](C)(C)1)C([O-])=O)	17.664564
CPD0-1377	serinamide	NIL	InChI=1S/C3H8N2O2/c4-2(1-6)3(5)7/h2,6H,1,4H2,(H2,5,7)/p+1	C(O)C(C(=O)N)[N+]	10.418034
L-2-AMINOHEXANOATE	L-norleucine	C01933	InChI=1S/C6H13NO2/c1-2-3-4-5(7)6(8)9/h5H,2-4,7H2,1H3,(H,8,9)/t5-/m0/s1	CCCCC([N+])C([O-])=O	50.464565
CPD-12710	4-fluorothreonine	NIL	InChI=1S/C4H8FNO3/c5-1-2(7)3(6)4(8)9/h2-3,7H,1,6H2,(H,8,9)/t2-,3+/m1/s1	C(F)C(O)C([N+])C(=O)[O-]	-36.901035
CPD-9518	(5S,6S)-6-amino-5-hydroxycyclohexa-1,3-diene-1-carboxylate	NIL	InChI=1S/C7H9NO3/c8-6-4(7(10)11)2-1-3-5(6)9/h1-3,5-6,9H,8H2,(H,10,11)/t5-,6-/m0/s1	C([O-])(=O)C1(C([N+])C(O)C=CC=1)	-4.8999043
CPD0-1335	&beta;-fluoro-L-alanine	NIL	InChI=1S/C3H6FNO2/c4-1-2(5)3(6)7/h2H,1,5H2,(H,6,7)/t2-/m0/s1	C([O-])(=O)C([N+])CF	-21.023283
CPD-12987	(5R,6R)-6-amino-5-hydroxycyclohexa-1,3-diene-1-carboxylate	NIL	InChI=1S/C7H9NO3/c8-6-4(7(10)11)2-1-3-5(6)9/h1-3,5-6,9H,8H2,(H,10,11)/t5-,6-/m1/s1	C([O-])(=O)C1(C([N+])C(O)C=CC=1)	-4.8999043
CPD-18649	L-glutamate &gamma;-methyl ester	NIL	InChI=1S/C6H11NO4/c1-11-5(8)3-2-4(7)6(9)10/h4H,2-3,7H2,1H3,(H,9,10)/t4-/m0/s1	COC(CCC(C(=O)[O-])[N+])=O	-46.997684
CPD0-1378	serine hydroxamate	NIL	InChI=1S/C3H8N2O3/c4-2(1-6)3(7)5-8/h2,6,8H,1,4H2,(H,5,7)/p+1	C(O)C(C(=O)NO)[N+]	-22.621973
CPD-12318	3-hydroxypyridine	NIL	InChI=1S/C5H5NO/c7-5-2-1-3-6-4-5/h1-4,7H	C1(N=CC=CC(O)=1)	38.745605
CPD-17175	D-proline betaine	C21514	InChI=1S/C7H13NO2/c1-8(2)5-3-4-6(8)7(9)10/h6H,3-5H2,1-2H3/t6-/m1/s1	C1(CCC([N+](C)(C)1)C([O-])=O)	57.504574
CPD0-1636	trifluoroalanine	NIL	InChI=1S/C3H4F3NO2/c4-3(5,6)1(7)2(8)9/h1H,7H2,(H,8,9)/p-1	C(=O)([O-])C(N)C(F)(F)F	-38.358696
CPD0-1379	serine methyl ester	NIL	InChI=1S/C4H9NO3/c1-8-4(7)3(5)2-6/h3,6H,2,5H2,1H3	COC(=O)C(N)CO	-19.269905
CPD-17183	<i>trans</i>-4-hydroxy-L-proline betaine	C08269	InChI=1S/C7H13NO3/c1-8(2)4-5(9)3-6(8)7(10)11/h5-6,9H,3-4H2,1-2H3/t5-,6+/m1/s1	C1(C(O)CC([N+](C)(C)1)C([O-])=O)	17.664564
CPD0-1351	L-threonine amide	NIL	InChI=1S/C4H10N2O2/c1-2(7)3(5)4(6)8/h2-3,7H,5H2,1H3,(H2,6,8)/p+1/t2-,3+/m1/s1	CC(O)C([N+])C(N)=O	30.770258
CPD-9950	cathinone	C08301	InChI=1S/C9H11NO/c1-7(10)9(11)8-5-3-2-4-6-8/h2-7H,10H2,1H3/p+1/t7-/m0/s1	CC([N+])C(=O)C1(=CC=CC=C1)	119.771385
2-D-THREO-HYDROXY-3-CARBOXY-ISOCAPROATE	(2<i>R</i>,3<i>S</i>)-3-isopropylmalate	C04411	InChI=1S/C7H12O5/c1-3(2)4(6(9)10)5(8)7(11)12/h3-5,8H,1-2H3,(H,9,10)(H,11,12)/p-2/t4-,5+/m0/s1	CC(C)C(C([O-])=O)C(C([O-])=O)O	-98.297035
TROPINONE	tropinone	C00783	InChI=1S/C8H13NO/c1-9-6-2-3-7(9)5-8(10)4-6/h6-7H,2-5H2,1H3/p+1/t6-,7+	C[N+]1(C2(CCC1CC(=O)C2))	135.29362
CPD-15902	(<i>Z</i>)-N,N'-(but-2-ene-2,3-diyl)diacetamide	NIL	InChI=1S/C8H14N2O2/c1-5(9-7(3)11)6(2)10-8(4)12/h1-4H3,(H,9,11)(H,10,12)/b6-5-	CC(=C(C)NC(C)=O)NC(C)=O	96.195694
HYDROXYPROPANAL	3-hydroxypropionaldehyde	C00969	InChI=1S/C3H6O2/c4-2-1-3-5/h2,5H,1,3H2	C([CH]=O)CO	-7.0332847
CPD-19042	2-hydroxyisobutyramide	NIL	InChI=1S/C4H9NO2/c1-4(2,7)3(5)6/h7H,1-2H3,(H2,5,6)	CC(O)(C)C(=O)N	10.100092
CPD-3190	4-oxo-4-(3-pyridyl)-butanamide	NIL	InChI=1S/C9H10N2O2/c10-9(13)4-3-8(12)7-2-1-5-11-6-7/h1-2,5-6H,3-4H2,(H2,10,13)	C1(N=CC=CC=1C(=O)CCC(N)=O)	64.2312
BACIMETHRIN	bacimethrin	NIL	InChI=1S/C6H9N3O2/c1-11-6-8-2-4(3-10)5(7)9-6/h2,10H,3H2,1H3,(H2,7,8,9)	C1(N=C(N=C(N)C=1CO)OC)	59.920094
HYDANTOIN-5-PROPIONATE	hydantoin-5-propanoate	C05565	InChI=1S/C6H8N2O4/c9-4(10)2-1-3-5(11)8-6(12)7-3/h3H,1-2H2,(H,9,10)(H2,7,8,11,12)/p-1	C(C1(C(=O)NC(=O)N1))CC(=O)[O-]	-79.87423
CPD-18751	1-methylcyclopropene	NIL	InChI=1S/C4H6/c1-4-2-3-4/h2H,3H2,1H3	CC1(CC=1)	87.696724
CPD-289	(1R,2R)-cyclohexa-3,5-diene-1,2-diol	C04221	InChI=1S/C6H8O2/c7-5-3-1-2-4-6(5)8/h1-8H/t5-,6-/m1/s1	C1(=CC(C(C=C1)O)O)	42.688965
CPD-9315	cyclopropene	NIL	InChI=1S/C3H4/c1-2-3-1/h1-2H,3H2	C1(CC=1)	79.26449
CPD-705	4-hydroxylaminobenzoate	NIL	InChI=1S/C7H7NO3/c9-7(10)5-1-3-6(8-11)4-2-5/h1-4,8,11H,(H,9,10)/p-1	C(=O)([O-])C1(C=CC(NO)=CC=1)	-20.715334
CPD-155	D-galacto-hexodialdose	C03269	InChI=1S/C6H10O6/c7-1-2-3(8)4(9)5(10)6(11)12-2/h1-6,8-11H/t2?,3?,4?,5-,6?/m1/s1	C(C1(C(O)C(O)C(O)C(O1)O))=O	-106.088806
1235-TETRAHYDROXYBENZENE	1,2,3,5-tetrahydroxybenzene	c03743	InChI=1S/C6H6O4/c7-3-1-4(8)6(10)5(9)2-3/h1-2,7-10H	C1(C(O)=CC(O)=C(C=1O)O)	-66.71327
CPD-15315	<i>O</i>-methyl anthranilate	C20634	InChI=1S/C8H9NO2/c1-11-8(10)6-4-2-3-5-7(6)9/h2-5H,9H2,1H3	COC(C1(C(=CC=CC=1)N))=O	47.600094
CPD-11636	L-alanine amide	NIL	InChI=1S/C3H8N2O/c1-2(4)3(5)6/h2H,4H2,1H3,(H2,5,6)/p+1/t2-/m0/s1	CC([N+])C(=O)N	46.648033
CPD-15151	tert-butylamine	NIL	InChI=1S/C4H11N/c1-4(2,3)5/h5H2,1-3H3/p+1	CC([N+])(C)C	112.86139
CPD0-2038	fluorofumarate	NIL	InChI=1S/C4H3FO4/c5-2(4(8)9)1-3(6)7/h1H,(H,6,7)(H,8,9)/b2-1-	C(=O)(O)C=C(F)C(=O)O	-94.38664
ETHANAMINE	ethylamine	C00797	InChI=1S/C2H7N/c1-2-3/h2-3H2,1H3/p+1	CC[N+]	73.576904
CPD-15492	(R)-&beta;-hydroxy-L-tyrosine	NIL	InChI=1S/C9H11NO4/c10-7(9(13)14)8(12)5-1-3-6(11)4-2-5/h1-4,7-8,11-12H,10H2,(H,13,14)/t7-,8+/m0/s1	C(C(C(O)C1(C=CC(O)=CC=1))[N+])(=O)[O-]	-15.587684
CPD-9402	(2<i>S</i>,5<i>R</i>)-5-carboxymethyl proline	NIL	InChI=1S/C7H11NO4/c9-6(10)3-4-1-2-5(8-4)7(11)12/h4-5,8H,1-3H2,(H,9,10)(H,11,12)/p-1/t4-,5+/m1/s1	C([O-])(=O)CC1([N+]C(C(=O)[O-])CC1)	-46.14085
CPD0-1900	DL-p-phenylalanine	C11217	InChI=1S/C9H10FNO2/c10-7-3-1-6(2-4-7)5-8(11)9(12)13/h1-4,8H,5,11H2,(H,12,13)	C1(C=C(F)C=CC=1CC(N)C(=O)O)	26.7712
D-4-HYDROXYPHENYLGLYCINE	D-(4-hydroxyphenyl)glycine	C03493	InChI=1S/C8H9NO3/c9-7(8(11)12)5-1-3-6(10)4-2-5/h1-4,7,10H,9H2,(H,11,12)/t7-/m1/s1	C1(C=C(O)C=CC=1C([N+])C(=O)[O-])	0.29009023
QUINOLIN-34-DIOL	quinolin-3,4-diol	C06330	InChI=1S/C9H7NO2/c11-8-5-10-7-4-2-1-3-6(7)9(8)12/h1-5,11H,(H,10,12)	C1(C=CC2(=NC=C(O)C(O)=C(C=1)2))	29.618841
CPD-11757	2-hydroxyphenylalanine	NIL	InChI=1S/C9H11NO3/c10-7(9(12)13)5-6-3-1-2-4-8(6)11/h1-4,7,11H,5,10H2,(H,12,13)	C([O-])(=O)C([N+])CC1(=C(O)C=CC=C1)	22.452318
CPD-20937	butylmalonate	NIL	InChI=1S/C7H12O4/c1-2-3-4-5(6(8)9)7(10)11/h5H,2-4H2,1H3,(H,8,9)(H,10,11)/p-2	CCCCC(C([O-])=O)C([O-])=O	-58.44705
CPD-7000	isobutanal	NIL	InChI=1S/C4H8O/c1-4(2)3-5/h3-4H,1-2H3	CC(C)[CH]=O	49.54897
BUTANAL	butan-1-al	C01412	InChI=1S/C4H8O/c1-2-3-4-5/h4H,2-3H2,1H3	CCC[CH]=O	53.568966
CPD-6405	benzoxazin-3-one	NIL	InChI=1S/C8H7NO2/c10-8-5-11-7-4-2-1-3-6(7)9-8/h1-4H,5H2,(H,9,10)	C1(C=CC2(OCC(NC(C=1)=2)=O))	17.978842
FORMALDEHYDE	formaldehyde	C00067	InChI=1S/CH2O/c1-2/h1H2	[CH2]=O	-10.65776
N-CARBAMOYL-P-HYDROXY-D-PHENYLGLYCINE	<i>N</i>-carbamoyl-4-hydroxy-D-phenylglycine	NIL	InChI=1S/C9H10N2O4/c10-9(15)11-7(8(13)14)5-1-3-6(12)4-2-5/h1-4,7,12H,(H,13,14)(H3,10,11,15)/p-1/t7-/m1/s1	C(C(C1(C=CC(=CC=1)O))NC(=O)N)([O-])=O	-38.231976
CPD-7620	1-heptanal	C14390	InChI=1S/C7H14O/c1-2-3-4-5-6-7-8/h7H,2-6H2,1H3	CCCCCC[CH]=O	117.84569
CPD-371	1-octanal	C01545	InChI=1S/C8H16O/c1-2-3-4-5-6-7-8-9/h8H,2-7H2,1H3	CCCCCCC[CH]=O	140.00795
HEXANAL	1-hexanal	NIL	InChI=1S/C6H12O/c1-2-3-4-5-6-7/h6H,2-5H2,1H3	CCCCC[CH]=O	95.68345
CPD0-1380	<i>N</i>-benzylglycine	NIL	InChI=1S/C9H11NO2/c11-9(12)7-10-6-8-4-2-1-3-5-8/h1-5,10H,6-7H2,(H,11,12)/p-1	C(NCC(=O)[O-])C1(C=CC=CC=1)	64.63915
CPD-8491	1-nonanal	NIL	InChI=1S/C9H18O/c1-2-3-4-5-6-7-8-9-10/h9H,2-8H2,1H3	CCCCCCCC[CH]=O	162.1702
CPD-665	1-propanal	C00479	InChI=1S/C3H6O/c1-2-3-4/h3H,2H2,1H3	CC[CH]=O	29.196724
ACETALD	acetaldehyde	C00084	InChI=1S/C2H4O/c1-2-3/h2H,1H3	C[CH]=O	7.6844816
CPD-10705	<i>N</i>-methyl-D-aspartate	C12269	InChI=1S/C5H9NO4/c1-6-3(5(9)10)2-4(7)8/h3,6H,2H2,1H3,(H,7,8)(H,9,10)/p-1/t3-/m1/s1	C[N+]C(CC(=O)[O-])C(=O)[O-]	-75.343094
PYRAZOLIDINE	pyrazolidine	NIL	InChI=1S/C3H8N2/c1-2-4-5-3-1/h4-5H,1-3H2	C1(NNCC1)	104.06897
CPD-19338	&beta;-D-sedoheptulopyranose	C08355	InChI=1S/C7H14O7/c8-1-3-4(10)5(11)6(12)7(13,2-9)14-3/h3-6,8-13H,1-2H2/t3-,4-,5-,6+,7-/m1/s1	C(O)C1(C(O)C(O)C(O)C(CO)(O)O1)	-112.03432
CPD-9053	1-pentanal	NIL	InChI=1S/C5H10O/c1-2-3-4-5-6/h5H,2-4H2,1H3	CCCC[CH]=O	73.52121
CPD-15280	hercynine	C05575	InChI=1S/C9H15N3O2/c1-12(2,3)8(9(13)14)4-7-5-10-6-11-7/h5-6,8H,4H2,1-3H3,(H-,10,11,13,14)/t8-/m0/s1	C[N+](C)(C)C(CC1(=CNC=N1))C(=O)[O-]	91.9268
CPD-12339	D-<i>glycero</i>-&alpha;-D-<i>manno</i>-heptose	NIL	InChI=1S/C7H14O7/c8-1-2(9)6-4(11)3(10)5(12)7(13)14-6/h2-13H,1H2/t2-,3-,4-,5-,6+,7-/m0/s1	C(O)C([CH]1(OC(O)C(C(C1O)O)O))O	-110.90432
CPD-6181	&beta;-alanine betaine	C08263	InChI=1S/C6H13NO2/c1-7(2,3)5-4-6(8)9/h4-5H2,1-3H3	C[N+](CCC([O-])=O)(C)C	42.71457
CPD-617	2,4,6-trioxoheptanoate	NIL	InChI=1S/C7H8O5/c1-4(8)2-5(9)3-6(10)7(11)12/h2-3H2,1H3,(H,11,12)/p-1	CC(=O)CC(CC(C([O-])=O)=O)=O	-94.66422
DIMETHYL-GLYCINE	<i>N,N</i>-dimethylglycine	C01026	InChI=1S/C4H9NO2/c1-5(2)3-4(6)7/h3H2,1-2H3,(H,6,7)	C[N+](CC([O-])=O)C	19.160093
CPD-6141	N-methyl-&beta;-alanine	NIL	InChI=1S/C4H9NO2/c1-5-3-2-4(6)7/h5H,2-3H2,1H3,(H,6,7)	C[N+]CCC([O-])=O	14.880097
SARCOSINE	sarcosine	C00213	InChI=1S/C3H7NO2/c1-4-2-3(5)6/h4H,2H2,1H3,(H,5,6)	C[N+]CC(=O)[O-]	-7.2821608
CPD-6142	N,N-dimethyl-&beta;-alanine	NIL	InChI=1S/C5H11NO2/c1-6(2)4-3-5(7)8/h3-4H2,1-2H3,(H,7,8)	C[N+](CCC([O-])=O)C	41.32231
DIETHYLETHER	diethylether	C13240	InChI=1S/C4H10O/c1-3-5-4-2/h3-4H2,1-2H3	CCOCC	75.4512
CPD-599	<i>N</i>-amidino-L-aspartate	C03139	InChI=1S/C5H9N3O4/c6-5(7)8-2(4(11)12)1-3(9)10/h2H,1H2,(H,9,10)(H,11,12)(H4,6,7,8)/p-1/t2-/m0/s1	C(=O)([O-])CC(NC(N)=[N+])C(=O)[O-]	-72.103096
N-FORMIMINO-GLYCINE	<i>N</i>-formimino-glycine	C02718	InChI=1S/C3H6N2O2/c4-2-5-1-3(6)7/h2H,1H2,(H2,4,5)(H,6,7)	C(NCC([O-])=O)=[N+]	-19.253277
56-DIHYDROXYINDOLE-2-CARBOXYLATE	5,6-dihydroxyindole-2-carboxylate	C04185	InChI=1S/C9H7NO4/c11-7-2-4-1-6(9(13)14)10-5(4)3-8(7)12/h1-3,10-12H,(H,13,14)/p-1	C1(=C(NC2(C=C(O)C(O)=CC1=2))C(=O)[O-])	-66.51434
CPD-306	D-lysopine	C04020	InChI=1S/C9H18N2O4/c1-6(8(12)13)11-7(9(14)15)4-2-3-5-10/h6-7,11H,2-5,10H2,1H3,(H,12,13)(H,14,15)/t6-,7+/m1/s1	CC([N+]C(C([O-])=O)CCCC[N+])C([O-])=O	31.370186
CPD-60	3,5-dihydro-4H-imidazol-4-one	C06195	InChI=1S/C3H4N2O/c6-3-1-4-2-5-3/h2H,1H2,(H,4,5,6)	C1(NC(CN=1)=O)	18.674482
CPD-1126	N-formimino-L-aspartate	C03409	InChI=1S/C5H8N2O4/c6-2-7-3(5(10)11)1-4(8)9/h2-3H,1H2,(H2,6,7)(H,8,9)(H,10,11)/p-1/t3-/m0/s1	C(NC(C(=O)[O-])CC(=O)[O-])=[N+]	-87.31422
CPD-309	D-octopine	C04137	InChI=1S/C9H18N4O4/c1-5(7(14)15)13-6(8(16)17)3-2-4-12-9(10)11/h5-6,13H,2-4H2,1H3,(H,14,15)(H,16,17)(H4,10,11,12)/t5-,6+/m1/s1	CC(C([O-])=O)[N+]C(C([O-])=O)CCCNC(N)=[N+]	41.540184
CPD-9135	2-hydroxy-5-methylquinone	NIL	InChI=1S/C7H6O3/c1-4-2-6(9)7(10)3-5(4)8/h2-3,10H,1H3/p-1	CC1(=CC(=O)C([O-])=CC1=O)	-24.946455
CPD0-1660	&alpha; -ethynylagmatine	NIL	InChI=1S/C7H14N4/c1-2-6(8)4-3-5-11-7(9)10/h1,6H,3-5,8H2,(H4,9,10,11)	C#CC(N)CCCNC(=N)N	264.6157
CPD-18305	methyl isocyanate	NIL	InChI=1S/C2H3NO/c1-3-2-4/h1H3	CN=C=O	-19.93664
PHENYLGLYOXAL	phenylglyoxal	NIL	InChI=1S/C8H6O2/c9-6-8(10)7-4-2-1-3-5-7/h1-6H	C1(C=CC(=CC=1)C(=O)C=O)	35.33672
CPD-11764	1-piperideine	C06181	InChI=1S/C5H9N/c1-2-4-6-5-3-1/h4H,1-3,5H2	C1(CC=NCC1)	117.79009
CPD-58	octopamine	C04227	InChI=1S/C8H11NO2/c9-5-8(11)6-1-3-7(10)4-2-6/h1-4,8,10-11H,5,9H2/p+1	C(C(C1(C=CC(=CC=1)O))O)[N+]	74.01138
CPD-10762	2-acetamidoglucal	NIL	InChI=1S/C8H13NO5/c1-4(11)9-5-3-14-6(2-10)8(13)7(5)12/h3,6-8,10,12-13H,2H2,1H3,(H,9,11)	CC(=O)NC1(=COC(CO)C(O)C(O)1)	-38.825443
